id_cliente;edad;importe_solicitado;duracion_credito;antiguedad_empleado;situacion_vivienda;ingresos;objetivo_credito;pct_ingreso;tasa_interes;estado_credito;falta_pago
721502958.0;26;3000;4;7.0;ALQUILER;33000;SALUD;0.09;5.99;0;N
708596283.0;22;12375;2;5.0;HIPOTECA;33000;PAGO_DEUDAS;0.38;7.29;0;N
710325258.0;25;3000;2;3.0;ALQUILER;33000;INVERSIONES;0.09;5.99;0;N
708823908.0;25;3000;4;6.0;ALQUILER;33000;PERSONAL;0.09;10.95;0;N
826401858.0;26;3000;2;4.0;ALQUILER;33189;EDUCACIÓN;0.09;11.12;0;N
709554483.0;23;3000;4;5.0;ALQUILER;34008;INVERSIONES;0.09;10.0;0;N
710545158.0;22;3000;2;3.0;ALQUILER;34500;PAGO_DEUDAS;0.09;11.83;0;N
788621658.0;25;3000;2;9.0;ALQUILER;29000;SALUD;0.1;6.62;1;N
716713533.0;22;3000;2;0.0;ALQUILER;35000;EDUCACIÓN;0.09;;0;N
712338033.0;23;3000;3;4.0;ALQUILER;35000;PERSONAL;0.09;13.85;0;N
711639708.0;22;3000;2;5.0;ALQUILER;35000;EDUCACIÓN;0.09;10.01;0;N
720216108.0;22;3000;2;0.0;ALQUILER;29244;PAGO_DEUDAS;0.1;13.3;1;Y
718708908.0;24;3000;2;2.0;ALQUILER;35256;PAGO_DEUDAS;0.09;10.74;0;N
802890333.0;22;3000;3;0.0;ALQUILER;36000;PERSONAL;0.08;11.71;0;N
712965183.0;23;3000;3;0.0;ALQUILER;36000;SALUD;0.08;7.29;0;N
796170933.0;26;3000;4;3.0;ALQUILER;36000;EDUCACIÓN;0.08;7.88;0;N
814829583.0;24;3000;3;0.0;ALQUILER;36000;EDUCACIÓN;0.08;13.92;0;Y
798769458.0;23;3000;3;2.0;HIPOTECA;33000;PAGO_DEUDAS;0.09;14.35;0;Y
712816833.0;24;3000;2;4.0;ALQUILER;36600;PAGO_DEUDAS;0.08;9.33;0;N
818034558.0;25;3000;2;2.0;ALQUILER;37000;SALUD;0.08;11.71;0;N
719483358.0;21;7800;2;5.0;HIPOTECA;33000;PERSONAL;0.24;9.88;0;N
719647383.0;21;3000;3;0.0;ALQUILER;37000;EDUCACIÓN;0.08;6.39;0;N
714909108.0;25;3000;4;1.0;ALQUILER;31000;MEJORAS_HOGAR;0.1;;1;N
793678608.0;24;3000;4;2.0;ALQUILER;38000;EDUCACIÓN;0.08;13.06;0;N
720854358.0;21;3000;4;5.0;ALQUILER;38000;PAGO_DEUDAS;0.08;7.05;0;N
709126833.0;22;3000;3;0.0;ALQUILER;38000;EDUCACIÓN;0.08;10.28;0;N
788896983.0;22;12500;2;4.0;HIPOTECA;33000;EDUCACIÓN;0.38;14.26;0;N
715731033.0;24;8125;4;0.0;HIPOTECA;33000;SALUD;0.25;8.59;0;N
717636933.0;25;4400;3;4.0;HIPOTECA;33000;EDUCACIÓN;0.13;8.0;0;N
755943033.0;24;3000;2;8.0;ALQUILER;38400;PERSONAL;0.08;17.56;0;Y
772658658.0;25;3000;3;2.0;ALQUILER;38748;PERSONAL;0.08;7.29;0;N
772399983.0;24;4000;4;3.0;HIPOTECA;33000;INVERSIONES;0.12;13.04;0;N
826130133.0;26;3000;3;2.0;ALQUILER;33000;SALUD;0.09;11.49;1;N
719238183.0;22;3000;3;4.0;ALQUILER;39996;PERSONAL;0.08;14.35;0;Y
802666083.0;26;7000;4;10.0;HIPOTECA;33000;PERSONAL;0.21;7.43;0;N
713682708.0;23;12200;4;2.0;PROPIA;33012;EDUCACIÓN;0.37;10.99;0;N
712774008.0;23;3000;3;2.0;ALQUILER;40000;PERSONAL;0.07;13.49;0;N
717627333.0;24;3000;3;1.0;ALQUILER;40000;PERSONAL;0.07;10.74;0;N
779100408.0;23;9000;3;;HIPOTECA;33098;PAGO_DEUDAS;0.27;16.29;1;Y
779542608.0;21;3000;3;0.0;ALQUILER;40000;INVERSIONES;0.07;;0;N
715322958.0;21;6425;3;6.0;HIPOTECA;33168;PERSONAL;0.19;9.63;0;N
715352883.0;25;3000;2;2.0;ALQUILER;40000;SALUD;0.07;10.25;0;N
710687508.0;24;3000;4;1.0;ALQUILER;40000;SALUD;0.07;14.22;0;N
789963033.0;22;3000;2;2.0;ALQUILER;37000;PAGO_DEUDAS;0.08;20.3;1;N
789656358.0;23;3000;4;1.0;ALQUILER;43000;EDUCACIÓN;0.07;8.49;0;N
715720083.0;22;3000;2;6.0;ALQUILER;37000;PAGO_DEUDAS;0.08;11.11;1;N
716584158.0;23;3000;4;7.0;ALQUILER;37000;EDUCACIÓN;0.08;10.75;1;N
708104658.0;25;3000;3;3.0;ALQUILER;43200;PERSONAL;0.07;13.8;0;Y
814752558.0;22;3000;3;4.0;ALQUILER;43200;EDUCACIÓN;0.07;13.72;0;Y
815727183.0;22;3000;3;0.0;ALQUILER;43500;EDUCACIÓN;0.07;5.42;0;N
717066408.0;24;3000;2;1.0;ALQUILER;43500;PERSONAL;0.07;8.0;0;N
718016808.0;21;11200;4;5.0;HIPOTECA;33280;INVERSIONES;0.34;13.92;1;N
814571058.0;23;3000;3;7.0;ALQUILER;43949;SALUD;0.07;11.49;0;N
714757908.0;23;3000;3;2.0;ALQUILER;44000;SALUD;0.07;9.25;0;N
797638383.0;23;9000;4;2.0;PROPIA;33300;INVERSIONES;0.27;13.57;0;Y
710345808.0;25;5000;2;4.0;HIPOTECA;33316;INVERSIONES;0.15;6.54;0;N
823912308.0;24;12250;4;4.0;PROPIA;33321;INVERSIONES;0.37;13.11;0;Y
721284258.0;24;6000;3;6.0;HIPOTECA;33360;PAGO_DEUDAS;0.18;10.59;0;N
719336583.0;24;2500;3;7.0;HIPOTECA;33360;MEJORAS_HOGAR;0.07;7.14;0;N
708434733.0;25;3000;4;4.0;ALQUILER;45000;SALUD;0.07;7.9;0;N
711802758.0;24;10000;4;4.0;HIPOTECA;33390;MEJORAS_HOGAR;0.3;;0;N
720620058.0;24;3000;4;8.0;ALQUILER;45000;SALUD;0.07;7.49;0;N
819169683.0;24;3000;4;1.0;ALQUILER;45000;PAGO_DEUDAS;0.07;9.99;0;N
709757583.0;22;3000;4;3.0;ALQUILER;45000;PERSONAL;0.07;11.99;0;N
709121283.0;26;3000;2;11.0;ALQUILER;39000;EDUCACIÓN;0.08;;1;Y
718368333.0;24;3000;4;0.0;ALQUILER;39000;SALUD;0.08;14.61;1;Y
789307833.0;22;3000;3;2.0;ALQUILER;45000;EDUCACIÓN;0.07;;0;N
720746208.0;24;3000;2;4.0;ALQUILER;45000;INVERSIONES;0.07;9.32;0;N
714093108.0;21;3000;2;5.0;ALQUILER;39327;SALUD;0.08;13.67;1;N
806752533.0;23;4200;3;3.0;HIPOTECA;33600;SALUD;0.13;;0;N
709376508.0;24;3000;3;2.0;ALQUILER;39996;EDUCACIÓN;0.08;;1;Y
758521983.0;25;7125;3;9.0;HIPOTECA;33600;SALUD;0.21;7.51;0;N
779473308.0;22;5000;2;1.0;PROPIA;33600;SALUD;0.15;18.25;0;N
712589658.0;24;2500;2;3.0;HIPOTECA;33600;PERSONAL;0.07;8.9;0;N
712141683.0;24;3000;2;;ALQUILER;40000;EDUCACIÓN;0.07;17.27;1;N
712494108.0;25;3000;3;2.0;ALQUILER;46250;SALUD;0.06;;0;N
721350783.0;23;8000;2;8.0;HIPOTECA;33600;PERSONAL;0.24;6.99;0;N
710133858.0;22;3000;2;3.0;ALQUILER;47000;EDUCACIÓN;0.06;6.62;0;N
780040758.0;21;3000;2;2.0;ALQUILER;47208;PERSONAL;0.06;13.92;0;Y
719152383.0;25;9750;3;9.0;PROPIA;33600;INVERSIONES;0.29;;0;N
715174158.0;26;3000;2;8.0;ALQUILER;47500;INVERSIONES;0.06;6.76;0;N
719525358.0;23;4000;2;;HIPOTECA;33600;PAGO_DEUDAS;0.12;14.79;0;N
712663533.0;24;3000;3;9.0;ALQUILER;42000;PAGO_DEUDAS;0.07;;1;Y
710892408.0;24;12000;2;;HIPOTECA;33600;INVERSIONES;0.36;5.42;0;N
713295183.0;25;3000;4;2.0;ALQUILER;48000;PAGO_DEUDAS;0.06;;0;N
789871233.0;22;3000;2;0.0;ALQUILER;48000;PERSONAL;0.06;14.79;0;N
820906233.0;25;3000;4;0.0;ALQUILER;48000;EDUCACIÓN;0.06;13.47;0;Y
821163408.0;21;3000;4;2.0;ALQUILER;48000;EDUCACIÓN;0.06;9.76;0;N
708947208.0;26;3000;3;4.0;ALQUILER;48000;SALUD;0.06;10.14;0;N
715261458.0;25;12000;3;1.0;HIPOTECA;33600;INVERSIONES;0.36;9.99;0;N
789310833.0;22;3000;3;1.0;ALQUILER;49800;PERSONAL;0.06;7.88;0;N
818294958.0;25;3000;3;5.0;ALQUILER;50000;MEJORAS_HOGAR;0.06;6.03;0;N
713902983.0;26;3000;4;0.0;ALQUILER;44000;MEJORAS_HOGAR;0.07;7.49;1;N
771693933.0;23;3000;2;1.0;ALQUILER;50000;PAGO_DEUDAS;0.06;8.49;0;N
789012633.0;23;3000;4;4.0;ALQUILER;44000;PAGO_DEUDAS;0.07;7.66;1;N
807237783.0;23;3000;2;0.0;ALQUILER;50000;EDUCACIÓN;0.06;6.91;0;N
803408733.0;22;10750;2;7.0;HIPOTECA;33600;EDUCACIÓN;0.32;7.88;0;N
824667708.0;23;3000;4;4.0;ALQUILER;44000;PERSONAL;0.07;9.62;1;N
807165033.0;22;5000;3;6.0;HIPOTECA;33600;INVERSIONES;0.15;7.14;0;N
827984658.0;23;3000;2;6.0;ALQUILER;50000;EDUCACIÓN;0.06;;0;Y
809984133.0;26;3000;4;8.0;ALQUILER;50000;PERSONAL;0.06;9.88;0;N
718949433.0;22;3000;3;6.0;ALQUILER;50000;PERSONAL;0.06;10.99;0;N
751227183.0;24;3000;2;1.0;ALQUILER;51000;PAGO_DEUDAS;0.06;8.9;0;N
714199983.0;24;3000;3;8.0;ALQUILER;51600;MEJORAS_HOGAR;0.06;10.65;0;N
716331408.0;24;3000;4;1.0;ALQUILER;51600;MEJORAS_HOGAR;0.06;12.68;0;Y
774172158.0;24;3000;2;8.0;ALQUILER;51684;PERSONAL;0.06;10.59;0;N
708171858.0;22;3000;2;0.0;ALQUILER;45996;SALUD;0.07;15.62;1;Y
709074108.0;23;3000;2;1.0;ALQUILER;51996;PAGO_DEUDAS;0.06;10.37;0;N
721304133.0;22;12000;3;4.0;HIPOTECA;33640;INVERSIONES;0.36;10.65;0;N
787430733.0;23;3000;2;0.0;ALQUILER;52000;EDUCACIÓN;0.06;5.99;0;N
711225933.0;25;3000;4;1.0;ALQUILER;52000;PAGO_DEUDAS;0.06;12.99;0;Y
717478983.0;22;5000;3;6.0;HIPOTECA;33685;EDUCACIÓN;0.15;13.85;0;N
720949083.0;25;12000;4;0.0;ALQUILER;48600;SALUD;0.25;;0;N
712851108.0;22;12000;3;6.0;ALQUILER;48609;PAGO_DEUDAS;0.25;7.49;0;N
713151258.0;26;14400;3;9.0;HIPOTECA;33800;INVERSIONES;0.43;7.88;0;N
799731033.0;23;12000;4;1.0;ALQUILER;48645;INVERSIONES;0.25;10.25;0;N
822138333.0;25;10000;4;2.0;HIPOTECA;33800;EDUCACIÓN;0.3;15.31;0;N
778939683.0;23;13000;4;4.0;PROPIA;33800;EDUCACIÓN;0.38;15.31;0;Y
708532308.0;23;12000;3;6.0;ALQUILER;48672;EDUCACIÓN;0.25;7.42;0;N
713718558.0;26;12000;3;;ALQUILER;49200;PAGO_DEUDAS;0.24;15.23;0;Y
713322633.0;23;1000;2;2.0;HIPOTECA;33990;PAGO_DEUDAS;0.03;10.59;1;N
754671558.0;25;12000;4;9.0;ALQUILER;49600;EDUCACIÓN;0.24;7.14;0;N
719291283.0;24;4000;2;8.0;HIPOTECA;33996;INVERSIONES;0.12;14.91;0;Y
720659283.0;25;12000;3;3.0;ALQUILER;50000;PERSONAL;0.24;16.77;0;N
719535558.0;26;12000;4;1.0;ALQUILER;50000;INVERSIONES;0.24;;0;N
771032658.0;24;5100;4;;PROPIA;33996;SALUD;0.15;11.12;0;N
709468683.0;21;2500;3;2.0;HIPOTECA;33996;MEJORAS_HOGAR;0.07;7.88;1;N
719148633.0;22;10000;3;0.0;PROPIA;33996;INVERSIONES;0.29;14.96;0;Y
719455908.0;21;12000;3;0.0;ALQUILER;50000;PERSONAL;0.24;11.71;0;N
816890883.0;23;12000;3;0.0;ALQUILER;50000;EDUCACIÓN;0.24;10.59;0;N
709826058.0;24;12000;4;3.0;ALQUILER;50000;EDUCACIÓN;0.24;17.14;0;N
735008958.0;24;12000;3;3.0;ALQUILER;44000;PAGO_DEUDAS;0.27;12.23;1;N
713766183.0;23;12000;3;1.0;ALQUILER;50000;PAGO_DEUDAS;0.24;6.54;0;N
789266208.0;22;12000;2;3.0;ALQUILER;44000;PAGO_DEUDAS;0.27;11.86;1;N
718373658.0;24;12000;4;1.0;ALQUILER;50000;MEJORAS_HOGAR;0.24;7.51;0;N
712255458.0;25;12000;4;2.0;ALQUILER;50000;EDUCACIÓN;0.24;7.88;0;N
789494133.0;23;12000;4;2.0;ALQUILER;44000;SALUD;0.27;;1;N
714178458.0;25;12000;2;5.0;ALQUILER;50000;PERSONAL;0.24;7.88;0;N
820651908.0;23;12000;2;1.0;ALQUILER;50000;EDUCACIÓN;0.24;12.87;0;Y
717595908.0;22;12000;2;6.0;ALQUILER;50004;PERSONAL;0.24;10.0;0;N
721083258.0;25;12000;3;3.0;ALQUILER;44004;SALUD;0.27;15.31;1;Y
798114033.0;23;12000;2;0.0;ALQUILER;44004;INVERSIONES;0.27;16.0;1;N
709479558.0;22;12000;4;6.0;ALQUILER;50361;EDUCACIÓN;0.24;12.73;0;N
778148283.0;26;12000;4;6.0;HIPOTECA;34000;PAGO_DEUDAS;0.35;6.03;0;N
719363283.0;25;12000;3;7.0;ALQUILER;50400;PAGO_DEUDAS;0.24;;0;N
716225433.0;23;12000;4;1.0;ALQUILER;50500;INVERSIONES;0.24;11.58;0;N
719882583.0;25;10000;3;9.0;HIPOTECA;34000;PAGO_DEUDAS;0.29;12.42;0;N
711076533.0;25;2500;2;1.0;HIPOTECA;34000;MEJORAS_HOGAR;0.07;6.03;0;N
710884683.0;23;10000;4;2.0;HIPOTECA;34000;PAGO_DEUDAS;0.29;6.99;0;N
797468658.0;23;12000;3;3.0;ALQUILER;51000;EDUCACIÓN;0.24;12.99;0;N
716375883.0;22;12000;4;6.0;ALQUILER;45449;SALUD;0.26;;1;N
711534183.0;25;12000;4;8.0;ALQUILER;51996;SALUD;0.23;12.21;0;N
717986058.0;24;12000;3;7.0;ALQUILER;52000;PERSONAL;0.23;7.51;0;N
804610908.0;25;2000;4;9.0;HIPOTECA;34000;PAGO_DEUDAS;0.06;7.66;1;N
717602733.0;22;12000;3;6.0;ALQUILER;52000;EDUCACIÓN;0.23;11.99;0;N
770952933.0;23;10950;2;7.0;PROPIA;34000;INVERSIONES;0.32;7.29;0;N
713233908.0;26;5000;4;5.0;HIPOTECA;34000;PERSONAL;0.15;5.79;0;N
715105908.0;22;12000;3;1.0;ALQUILER;52000;EDUCACIÓN;0.23;13.61;0;Y
755365233.0;26;6000;4;8.0;HIPOTECA;34000;PERSONAL;0.18;6.92;0;N
712658283.0;22;12000;2;3.0;ALQUILER;52000;PERSONAL;0.23;13.57;0;Y
708796458.0;21;6000;2;5.0;HIPOTECA;34000;EDUCACIÓN;0.18;6.76;0;N
713557533.0;25;12000;4;5.0;ALQUILER;46800;MEJORAS_HOGAR;0.26;13.11;1;Y
713412558.0;21;7200;2;5.0;HIPOTECA;34000;PERSONAL;0.21;6.76;1;N
720000708.0;24;5100;4;1.0;HIPOTECA;34000;PERSONAL;0.15;14.35;0;N
710524533.0;23;12000;3;7.0;ALQUILER;47000;PAGO_DEUDAS;0.26;16.29;1;Y
718934058.0;24;12000;3;6.0;ALQUILER;53000;INVERSIONES;0.23;11.11;0;N
716089983.0;26;12000;3;4.0;ALQUILER;53000;PERSONAL;0.23;14.59;0;Y
710607408.0;22;11500;2;5.0;HIPOTECA;34000;SALUD;0.34;10.99;0;N
715629783.0;24;12000;4;7.0;ALQUILER;53000;SALUD;0.23;12.53;0;Y
711291558.0;23;12000;3;7.0;ALQUILER;54000;PERSONAL;0.22;;0;Y
717613233.0;22;12000;2;2.0;ALQUILER;54000;PAGO_DEUDAS;0.22;10.99;0;N
821710308.0;25;6000;3;2.0;HIPOTECA;34000;SALUD;0.18;15.7;1;Y
720430083.0;22;12000;4;6.0;ALQUILER;54000;PAGO_DEUDAS;0.22;8.49;0;N
712071708.0;24;12000;4;6.0;ALQUILER;54000;EDUCACIÓN;0.22;8.49;0;N
770721858.0;23;12000;2;8.0;ALQUILER;54000;INVERSIONES;0.22;11.36;0;N
714929283.0;22;12000;3;6.0;ALQUILER;48400;INVERSIONES;0.25;14.65;1;Y
716285358.0;25;10000;4;0.0;HIPOTECA;34000;SALUD;0.29;12.87;0;Y
751381458.0;25;12000;2;3.0;ALQUILER;54996;MEJORAS_HOGAR;0.22;10.37;0;N
768886533.0;24;10000;4;0.0;HIPOTECA;34000;SALUD;0.29;12.18;0;N
711023508.0;26;12000;4;2.0;ALQUILER;54996;PERSONAL;0.22;7.88;0;N
710958033.0;23;19000;4;7.0;HIPOTECA;34000;PAGO_DEUDAS;0.56;11.48;0;N
711368283.0;22;12000;4;6.0;ALQUILER;54996;INVERSIONES;0.22;8.32;0;N
807275733.0;26;12000;3;10.0;ALQUILER;55000;PERSONAL;0.22;12.42;0;N
708231183.0;24;6000;4;2.0;HIPOTECA;34000;MEJORAS_HOGAR;0.18;14.11;0;N
789690483.0;25;10000;3;1.0;HIPOTECA;34000;EDUCACIÓN;0.29;11.26;0;N
789338583.0;25;12000;3;9.0;ALQUILER;55000;EDUCACIÓN;0.22;10.65;0;N
717411483.0;22;5000;3;6.0;HIPOTECA;34000;EDUCACIÓN;0.15;9.63;0;N
720799608.0;21;12000;2;5.0;ALQUILER;55000;INVERSIONES;0.22;10.62;0;N
714112383.0;25;7000;2;1.0;HIPOTECA;34000;EDUCACIÓN;0.21;11.28;0;N
717994608.0;25;12000;2;1.0;ALQUILER;49000;PAGO_DEUDAS;0.24;13.49;1;N
798558783.0;24;10000;3;8.0;PROPIA;34000;INVERSIONES;0.29;;0;Y
716875083.0;22;12000;2;6.0;ALQUILER;55008;EDUCACIÓN;0.22;13.79;0;N
714603558.0;24;12000;2;8.0;ALQUILER;55032;EDUCACIÓN;0.22;9.63;0;N
789903708.0;21;1500;3;6.0;PROPIA;34056;PERSONAL;0.04;10.65;0;N
801989733.0;22;12000;4;7.0;ALQUILER;55555;EDUCACIÓN;0.22;;0;N
789504183.0;22;12000;2;1.0;ALQUILER;56000;EDUCACIÓN;0.21;6.91;0;N
714574083.0;23;9000;4;8.0;HIPOTECA;34174;PERSONAL;0.26;13.47;0;N
717978033.0;23;5500;4;;HIPOTECA;34200;SALUD;0.16;7.49;0;N
711256908.0;21;12000;4;5.0;ALQUILER;56000;INVERSIONES;0.21;10.75;0;N
721023708.0;24;12000;2;8.0;ALQUILER;56000;INVERSIONES;0.21;11.49;0;N
714522258.0;23;12000;3;2.0;ALQUILER;56000;PERSONAL;0.21;10.75;0;N
714247458.0;24;12000;3;4.0;ALQUILER;56000;MEJORAS_HOGAR;0.21;8.94;0;N
779342958.0;24;12000;2;0.0;ALQUILER;56000;INVERSIONES;0.21;14.26;0;Y
709413933.0;25;12000;2;1.0;ALQUILER;50100;PERSONAL;0.24;14.74;1;Y
780416433.0;22;12000;2;5.0;ALQUILER;56755;EDUCACIÓN;0.21;10.99;0;N
713644758.0;23;12000;4;0.0;ALQUILER;57000;EDUCACIÓN;0.21;;0;N
712700358.0;26;12000;4;0.0;ALQUILER;57000;SALUD;0.21;10.99;0;N
779873508.0;23;5000;3;7.0;HIPOTECA;34348;EDUCACIÓN;0.15;7.9;0;N
713426358.0;23;12000;4;3.0;ALQUILER;51000;PAGO_DEUDAS;0.24;17.99;1;Y
711738333.0;21;12000;4;5.0;ALQUILER;57000;PAGO_DEUDAS;0.21;7.29;0;N
720323208.0;24;12000;3;3.0;ALQUILER;51000;PERSONAL;0.24;7.88;1;N
708132783.0;22;12000;2;6.0;ALQUILER;57000;EDUCACIÓN;0.21;13.11;0;N
713372583.0;23;12000;2;4.0;ALQUILER;57000;PAGO_DEUDAS;0.21;8.94;0;N
717132633.0;23;12000;3;8.0;ALQUILER;57720;PAGO_DEUDAS;0.21;12.87;0;Y
710092683.0;25;12000;3;8.0;ALQUILER;51780;SALUD;0.23;13.47;1;N
714967233.0;23;12000;3;1.0;ALQUILER;51840;PAGO_DEUDAS;0.23;15.95;1;Y
779284833.0;21;6400;2;3.0;HIPOTECA;34500;EDUCACIÓN;0.19;7.51;0;N
767587833.0;26;12000;3;5.0;ALQUILER;58000;PAGO_DEUDAS;0.21;9.91;0;N
714954033.0;22;12000;4;6.0;ALQUILER;58000;INVERSIONES;0.21;11.49;0;N
716154258.0;24;12000;2;6.0;ALQUILER;58000;EDUCACIÓN;0.21;13.11;0;N
755399433.0;24;12000;4;6.0;ALQUILER;52260;SALUD;0.23;9.99;1;N
709876008.0;26;5400;4;11.0;HIPOTECA;34515;PAGO_DEUDAS;0.16;7.68;0;N
709918158.0;22;12000;3;6.0;ALQUILER;59000;PERSONAL;0.2;10.37;0;N
713350908.0;23;10000;2;1.0;HIPOTECA;34560;SALUD;0.29;10.59;0;N
715759458.0;24;3000;4;8.0;ALQUILER;52000;PAGO_DEUDAS;0.06;11.49;0;N
713976258.0;24;3000;2;3.0;ALQUILER;52000;SALUD;0.06;;0;N
790174608.0;23;3000;4;6.0;ALQUILER;52800;SALUD;0.06;10.99;0;N
771335358.0;23;6800;4;5.0;HIPOTECA;34600;EDUCACIÓN;0.2;12.69;0;N
708382083.0;24;4000;2;2.0;HIPOTECA;34600;PAGO_DEUDAS;0.12;5.42;0;N
820020258.0;25;3000;2;6.0;ALQUILER;53000;SALUD;0.06;13.99;0;Y
771829758.0;21;3000;4;3.0;ALQUILER;53000;EDUCACIÓN;0.06;;0;N
767333808.0;23;3000;4;1.0;HIPOTECA;34662;MEJORAS_HOGAR;0.09;10.75;1;N
721385433.0;22;3000;4;2.0;ALQUILER;54000;SALUD;0.06;;0;N
778456983.0;22;1500;3;3.0;HIPOTECA;34800;PAGO_DEUDAS;0.04;13.49;0;Y
794293908.0;25;3000;3;1.0;ALQUILER;54000;INVERSIONES;0.06;9.32;0;N
720409608.0;26;5975;4;4.0;HIPOTECA;34800;SALUD;0.17;11.49;0;N
717830583.0;25;5125;2;6.0;HIPOTECA;34800;PAGO_DEUDAS;0.15;6.99;1;N
715455708.0;25;9450;4;;HIPOTECA;34800;PAGO_DEUDAS;0.27;5.99;0;N
719108358.0;23;3000;2;2.0;ALQUILER;55000;EDUCACIÓN;0.05;6.99;0;N
708644208.0;22;3000;4;6.0;ALQUILER;55000;PERSONAL;0.05;12.68;0;Y
711659958.0;25;3000;3;2.0;ALQUILER;49000;INVERSIONES;0.06;12.68;1;Y
787460883.0;22;3000;2;7.0;ALQUILER;49000;PAGO_DEUDAS;0.06;12.23;1;Y
769323183.0;26;3000;2;1.0;ALQUILER;55000;PAGO_DEUDAS;0.05;;0;N
719234883.0;23;3000;2;2.0;ALQUILER;55000;INVERSIONES;0.05;9.88;0;N
807349158.0;25;3000;4;0.0;ALQUILER;55000;SALUD;0.05;6.39;0;N
710799783.0;22;3000;3;6.0;ALQUILER;55500;SALUD;0.05;10.59;0;N
798988983.0;22;4000;2;6.0;HIPOTECA;34900;PAGO_DEUDAS;0.11;9.99;0;N
710760258.0;25;3000;3;2.0;ALQUILER;56000;PERSONAL;0.05;12.69;0;N
799700208.0;24;3000;2;3.0;ALQUILER;50000;SALUD;0.06;;1;N
772401933.0;22;13000;2;5.0;HIPOTECA;34977;PERSONAL;0.37;16.0;0;N
770937183.0;25;6000;2;1.0;HIPOTECA;34980;INVERSIONES;0.17;11.48;0;N
715468083.0;25;3000;2;0.0;ALQUILER;50160;PAGO_DEUDAS;0.06;14.42;1;N
807161508.0;23;22550;3;4.0;HIPOTECA;34992;EDUCACIÓN;0.64;15.96;0;Y
772268058.0;21;3000;3;3.0;ALQUILER;57000;PERSONAL;0.05;5.42;0;N
710166783.0;24;8000;2;9.0;HIPOTECA;35000;MEJORAS_HOGAR;0.23;11.71;0;N
804820233.0;24;3000;3;1.0;ALQUILER;57000;SALUD;0.05;7.88;0;N
708758658.0;23;12000;2;7.0;HIPOTECA;35000;PAGO_DEUDAS;0.34;12.42;0;N
714011358.0;22;3000;2;6.0;ALQUILER;58000;EDUCACIÓN;0.05;11.83;0;N
712401033.0;23;3000;2;2.0;ALQUILER;58500;PAGO_DEUDAS;0.05;9.88;0;N
771212508.0;23;3000;2;5.0;ALQUILER;59000;PAGO_DEUDAS;0.05;7.14;0;N
821150958.0;23;3000;3;1.0;ALQUILER;59300;SALUD;0.05;9.63;0;N
792272658.0;21;10000;4;5.0;PROPIA;35000;INVERSIONES;0.29;;0;N
809818008.0;23;5000;4;7.0;PROPIA;35000;SALUD;0.14;11.71;0;N
719076858.0;25;3000;2;5.0;ALQUILER;60000;EDUCACIÓN;0.05;17.58;0;Y
803231058.0;26;3000;2;5.0;ALQUILER;60000;INVERSIONES;0.05;15.62;0;N
715698633.0;26;4800;2;3.0;PROPIA;35000;MEJORAS_HOGAR;0.14;6.03;0;N
720450108.0;24;15000;2;3.0;HIPOTECA;35000;SALUD;0.43;14.27;0;N
720016308.0;26;3000;3;3.0;ALQUILER;60000;PAGO_DEUDAS;0.05;10.0;0;N
712443558.0;23;3000;2;1.0;ALQUILER;60000;PAGO_DEUDAS;0.05;7.51;0;N
711835758.0;23;3000;4;1.0;ALQUILER;60000;SALUD;0.05;10.25;0;N
709284333.0;21;6900;3;5.0;HIPOTECA;35000;PERSONAL;0.2;12.42;0;N
788122533.0;23;14000;3;2.0;PROPIA;35000;INVERSIONES;0.4;;0;N
713039808.0;22;3000;4;2.0;ALQUILER;60000;PERSONAL;0.05;11.89;0;N
709206333.0;26;3000;4;6.0;ALQUILER;60996;MEJORAS_HOGAR;0.05;12.22;0;Y
801700233.0;24;8575;4;6.0;HIPOTECA;35000;SALUD;0.24;10.65;0;N
716815308.0;22;9500;3;6.0;HIPOTECA;35000;PAGO_DEUDAS;0.27;6.03;0;N
720580383.0;24;3000;3;0.0;ALQUILER;55160;EDUCACIÓN;0.05;8.9;1;N
780202908.0;23;3000;2;7.0;ALQUILER;61200;PERSONAL;0.05;12.42;0;N
821149008.0;21;5000;3;3.0;PROPIA;35000;EDUCACIÓN;0.14;14.27;0;Y
787504158.0;25;7000;2;9.0;HIPOTECA;35000;PAGO_DEUDAS;0.2;;0;N
716183283.0;24;3000;2;7.0;ALQUILER;62000;EDUCACIÓN;0.05;9.99;0;N
710112933.0;23;3000;3;7.0;ALQUILER;56500;PAGO_DEUDAS;0.05;14.84;1;Y
824168808.0;23;3000;2;6.0;ALQUILER;57000;MEJORAS_HOGAR;0.05;14.59;1;N
713089458.0;24;7000;4;1.0;PROPIA;35000;MEJORAS_HOGAR;0.2;16.29;0;Y
712936908.0;24;7500;3;2.0;HIPOTECA;35000;MEJORAS_HOGAR;0.21;7.9;0;N
719855958.0;26;3000;4;2.0;ALQUILER;64000;SALUD;0.05;;0;N
768364233.0;22;3000;2;1.0;ALQUILER;58170;EDUCACIÓN;0.05;9.07;1;N
771725808.0;23;3000;4;7.0;ALQUILER;58800;PERSONAL;0.05;10.36;1;N
780251658.0;22;3000;3;0.0;ALQUILER;58992;SALUD;0.05;12.84;1;Y
780686358.0;25;3000;4;1.0;ALQUILER;65000;MEJORAS_HOGAR;0.05;8.49;0;N
