id_cliente;antiguedad_cliente;estado_civil;estado_cliente;gastos_ult_12m;genero;limite_credito_tc;nivel_educativo;nivel_tarjeta;operaciones_ult_12m;personas_a_cargo
823948308.0;44.0;DESCONOCIDO;ACTIVO;1727.0;M;6710.0;POSGRADO_INCOMPLETO;Blue;37.0;4.0
816013383.0;56.0;DIVORCIADO;PASIVO;1712.0;F;6184.0;UNIVERSITARIO_COMPLETO;Blue;27.0;0.0
712064358.0;36.0;CASADO;ACTIVO;1999.0;M;2507.0;UNIVERSITARIO_COMPLETO;Blue;34.0;1.0
758765808.0;29.0;CASADO;ACTIVO;1802.0;F;2029.0;DESCONOCIDO;Blue;40.0;2.0
780881358.0;17.0;SOLTERO;ACTIVO;2551.0;M;16659.0;UNIVERSITARIO_COMPLETO;Silver;74.0;3.0
809941233.0;48.0;CASADO;ACTIVO;1377.0;M;3074.0;UNIVERSITARIO_COMPLETO;Blue;38.0;1.0
709422183.0;46.0;CASADO;ACTIVO;1788.0;F;2203.0;UNIVERSITARIO_COMPLETO;Blue;45.0;1.0
779951058.0;38.0;CASADO;ACTIVO;1908.0;F;5122.0;SECUNDARIO_COMPLETO;Blue;39.0;3.0
710844408.0;36.0;CASADO;ACTIVO;1843.0;M;2584.0;POSGRADO_INCOMPLETO;Blue;28.0;3.0
819002508.0;26.0;SOLTERO;ACTIVO;2563.0;M;2037.0;DESCONOCIDO;Blue;64.0;1.0
807141183.0;29.0;CASADO;ACTIVO;1930.0;M;14938.0;UNIVERSITARIO_COMPLETO;Blue;36.0;1.0
808273533.0;34.0;SOLTERO;PASIVO;2054.0;M;1818.0;SECUNDARIO_COMPLETO;Blue;55.0;2.0
711119358.0;31.0;CASADO;ACTIVO;2460.0;M;2014.0;DESCONOCIDO;Blue;52.0;3.0
716297658.0;36.0;SOLTERO;ACTIVO;2405.0;M;14926.0;UNIVERSITARIO_COMPLETO;Blue;55.0;2.0
716532258.0;43.0;SOLTERO;ACTIVO;3291.0;F;2827.0;SECUNDARIO_COMPLETO;Blue;55.0;1.0
720904233.0;41.0;CASADO;ACTIVO;1158.0;M;16033.0;UNIVERSITARIO_COMPLETO;Blue;31.0;0.0
720540708.0;42.0;CASADO;ACTIVO;1197.0;F;2773.0;UNIVERSITARIO_INCOMPLETO;Blue;25.0;3.0
720863133.0;54.0;CASADO;ACTIVO;1855.0;M;3213.0;UNIVERSITARIO_COMPLETO;Blue;39.0;1.0
714957108.0;26.0;DIVORCIADO;ACTIVO;3133.0;F;3616.0;SECUNDARIO_COMPLETO;Blue;72.0;3.0
790102008.0;30.0;SOLTERO;ACTIVO;3305.0;M;5924.0;POSGRADO_COMPLETO;Blue;80.0;3.0
781933983.0;41.0;CASADO;ACTIVO;2970.0;M;14535.0;UNIVERSITARIO_COMPLETO;Blue;76.0;4.0
721344858.0;13.0;SOLTERO;ACTIVO;2192.0;M;2237.0;UNIVERSITARIO_INCOMPLETO;Blue;36.0;0.0
712643358.0;49.0;CASADO;ACTIVO;1335.0;F;2833.0;SECUNDARIO_COMPLETO;Blue;23.0;0.0
716686158.0;49.0;CASADO;ACTIVO;1621.0;F;1479.0;POSGRADO_INCOMPLETO;Blue;32.0;0.0
806894133.0;29.0;SOLTERO;ACTIVO;2546.0;F;1617.0;POSGRADO_INCOMPLETO;Blue;55.0;3.0
813230208.0;40.0;SOLTERO;ACTIVO;4686.0;M;2900.0;UNIVERSITARIO_INCOMPLETO;Blue;64.0;4.0
716835033.0;45.0;CASADO;ACTIVO;1836.0;F;13126.0;UNIVERSITARIO_COMPLETO;Blue;37.0;2.0
787500333.0;40.0;SOLTERO;ACTIVO;2030.0;M;8695.0;POSGRADO_INCOMPLETO;Blue;58.0;2.0
768582033.0;41.0;CASADO;ACTIVO;3902.0;M;6692.0;SECUNDARIO_COMPLETO;Blue;76.0;3.0
713992158.0;36.0;CASADO;ACTIVO;1353.0;F;2159.0;DESCONOCIDO;Blue;30.0;4.0
719916408.0;27.0;CASADO;ACTIVO;1850.0;M;2501.0;UNIVERSITARIO_COMPLETO;Blue;34.0;5.0
789433758.0;27.0;CASADO;ACTIVO;1715.0;M;6338.0;UNIVERSITARIO_INCOMPLETO;Blue;39.0;0.0
719283633.0;49.0;CASADO;ACTIVO;1325.0;F;7578.0;UNIVERSITARIO_INCOMPLETO;Blue;29.0;3.0
710816358.0;18.0;CASADO;ACTIVO;2523.0;M;2963.0;POSGRADO_INCOMPLETO;Blue;48.0;1.0
779653458.0;20.0;CASADO;ACTIVO;2323.0;M;8260.0;UNIVERSITARIO_COMPLETO;Blue;47.0;3.0
710387583.0;35.0;CASADO;ACTIVO;1018.0;M;3864.0;SECUNDARIO_COMPLETO;Blue;32.0;0.0
718772133.0;47.0;CASADO;ACTIVO;1484.0;M;10230.0;UNIVERSITARIO_COMPLETO;Blue;34.0;3.0
711224733.0;27.0;CASADO;PASIVO;695.0;M;22382.0;SECUNDARIO_COMPLETO;Blue;10.0;0.0
718360083.0;36.0;CASADO;ACTIVO;2443.0;M;25790.0;UNIVERSITARIO_INCOMPLETO;Blue;70.0;4.0
716102583.0;53.0;CASADO;ACTIVO;1959.0;F;2675.0;UNIVERSITARIO_COMPLETO;Blue;56.0;1.0
716382708.0;36.0;SOLTERO;PASIVO;1165.0;F;8309.0;UNIVERSITARIO_COMPLETO;Blue;35.0;2.0
720673008.0;38.0;DIVORCIADO;ACTIVO;1771.0;F;1652.0;DESCONOCIDO;Blue;47.0;3.0
708459633.0;26.0;CASADO;ACTIVO;1604.0;M;5815.0;SECUNDARIO_COMPLETO;Blue;42.0;2.0
712868733.0;52.0;CASADO;ACTIVO;1562.0;M;2595.0;UNIVERSITARIO_INCOMPLETO;Blue;27.0;0.0
713790708.0;36.0;CASADO;ACTIVO;2269.0;M;3421.0;UNIVERSITARIO_INCOMPLETO;Blue;39.0;3.0
785011383.0;30.0;DIVORCIADO;PASIVO;1412.0;F;2190.0;UNIVERSITARIO_INCOMPLETO;Blue;38.0;0.0
717648783.0;51.0;CASADO;ACTIVO;1449.0;M;6922.0;SECUNDARIO_COMPLETO;Blue;28.0;2.0
714709983.0;36.0;CASADO;ACTIVO;1665.0;F;6979.0;UNIVERSITARIO_INCOMPLETO;Blue;44.0;2.0
819409608.0;34.0;CASADO;ACTIVO;1457.0;F;2594.0;UNIVERSITARIO_COMPLETO;Blue;43.0;2.0
717585858.0;24.0;SOLTERO;ACTIVO;2795.0;F;16915.0;SECUNDARIO_COMPLETO;Blue;55.0;4.0
714474483.0;29.0;CASADO;ACTIVO;2005.0;F;2523.0;UNIVERSITARIO_COMPLETO;Blue;50.0;1.0
711065133.0;13.0;SOLTERO;ACTIVO;2099.0;M;1473.0;SECUNDARIO_COMPLETO;Blue;39.0;1.0
713769258.0;26.0;CASADO;ACTIVO;2547.0;M;17116.0;UNIVERSITARIO_INCOMPLETO;Blue;45.0;3.0
712288158.0;17.0;CASADO;ACTIVO;2864.0;M;4631.0;UNIVERSITARIO_INCOMPLETO;Blue;37.0;2.0
714130233.0;19.0;CASADO;ACTIVO;1602.0;M;3047.0;DESCONOCIDO;Blue;37.0;2.0
791856033.0;39.0;DIVORCIADO;PASIVO;1041.0;M;34516.0;UNIVERSITARIO_INCOMPLETO;Blue;27.0;2.0
716448783.0;39.0;CASADO;PASIVO;1225.0;F;6235.0;UNIVERSITARIO_COMPLETO;Blue;34.0;3.0
789127533.0;37.0;DIVORCIADO;ACTIVO;3013.0;M;32338.0;SECUNDARIO_COMPLETO;Blue;83.0;4.0
717038733.0;36.0;CASADO;ACTIVO;1324.0;M;2253.0;UNIVERSITARIO_INCOMPLETO;Blue;38.0;3.0
804840033.0;38.0;CASADO;ACTIVO;1960.0;M;16611.0;UNIVERSITARIO_INCOMPLETO;Blue;48.0;2.0
709363383.0;36.0;SOLTERO;ACTIVO;2652.0;M;22886.0;SECUNDARIO_COMPLETO;Blue;61.0;2.0
789760233.0;14.0;DIVORCIADO;ACTIVO;2435.0;M;3544.0;DESCONOCIDO;Blue;63.0;0.0
712058958.0;19.0;SOLTERO;ACTIVO;2744.0;M;3480.0;SECUNDARIO_COMPLETO;Blue;75.0;0.0
708295533.0;56.0;CASADO;ACTIVO;1215.0;F;3549.0;POSGRADO_INCOMPLETO;Blue;22.0;0.0
817686633.0;15.0;SOLTERO;ACTIVO;2856.0;F;1438.3;UNIVERSITARIO_INCOMPLETO;Blue;39.0;1.0
713738883.0;36.0;CASADO;ACTIVO;1260.0;F;3136.0;UNIVERSITARIO_INCOMPLETO;Blue;34.0;3.0
803132733.0;48.0;CASADO;ACTIVO;1339.0;F;6814.0;UNIVERSITARIO_COMPLETO;Blue;30.0;1.0
721310283.0;36.0;SOLTERO;ACTIVO;1804.0;M;34516.0;UNIVERSITARIO_COMPLETO;Blue;32.0;3.0
779852133.0;32.0;CASADO;ACTIVO;3093.0;M;34516.0;DESCONOCIDO;Silver;66.0;2.0
785311158.0;48.0;SOLTERO;ACTIVO;3328.0;F;6610.0;UNIVERSITARIO_COMPLETO;Blue;69.0;2.0
716210283.0;36.0;CASADO;ACTIVO;1618.0;F;8500.0;SECUNDARIO_COMPLETO;Blue;37.0;1.0
711615933.0;33.0;CASADO;ACTIVO;1013.0;M;28170.0;UNIVERSITARIO_COMPLETO;Blue;28.0;3.0
717267108.0;26.0;SOLTERO;ACTIVO;2061.0;M;15755.0;UNIVERSITARIO_INCOMPLETO;Blue;61.0;1.0
711636558.0;36.0;CASADO;ACTIVO;1567.0;M;2711.0;UNIVERSITARIO_COMPLETO;Blue;42.0;3.0
717504258.0;25.0;CASADO;ACTIVO;1573.0;M;3735.0;UNIVERSITARIO_INCOMPLETO;Blue;35.0;2.0
718242333.0;36.0;SOLTERO;ACTIVO;2568.0;M;10216.0;UNIVERSITARIO_COMPLETO;Blue;69.0;4.0
771844458.0;28.0;CASADO;ACTIVO;1804.0;F;20420.0;UNIVERSITARIO_COMPLETO;Blue;41.0;3.0
779465358.0;13.0;SOLTERO;ACTIVO;2243.0;F;3038.0;SECUNDARIO_COMPLETO;Blue;38.0;0.0
708892833.0;30.0;CASADO;PASIVO;725.0;M;13662.0;UNIVERSITARIO_COMPLETO;Blue;22.0;2.0
720191883.0;35.0;SOLTERO;ACTIVO;1236.0;M;7050.0;SECUNDARIO_COMPLETO;Blue;36.0;3.0
710934033.0;13.0;SOLTERO;ACTIVO;2169.0;M;1775.0;SECUNDARIO_COMPLETO;Blue;43.0;0.0
714473658.0;30.0;SOLTERO;ACTIVO;1488.0;M;8960.0;UNIVERSITARIO_COMPLETO;Blue;26.0;3.0
716569983.0;36.0;CASADO;ACTIVO;1765.0;M;2355.0;UNIVERSITARIO_INCOMPLETO;Blue;27.0;2.0
789833583.0;47.0;CASADO;ACTIVO;1476.0;F;6803.0;SECUNDARIO_COMPLETO;Blue;30.0;4.0
818923158.0;50.0;CASADO;ACTIVO;1275.0;M;2145.0;UNIVERSITARIO_COMPLETO;Blue;31.0;2.0
716596308.0;36.0;SOLTERO;ACTIVO;1872.0;M;3919.0;UNIVERSITARIO_INCOMPLETO;Blue;51.0;3.0
716620458.0;23.0;SOLTERO;ACTIVO;2439.0;M;4500.0;SECUNDARIO_COMPLETO;Blue;63.0;1.0
710251608.0;54.0;CASADO;ACTIVO;1453.0;F;2941.0;SECUNDARIO_COMPLETO;Blue;27.0;1.0
710633808.0;13.0;SOLTERO;ACTIVO;2411.0;M;7102.0;UNIVERSITARIO_COMPLETO;Blue;41.0;0.0
819202533.0;52.0;CASADO;ACTIVO;1306.0;M;10378.0;POSGRADO_COMPLETO;Blue;32.0;1.0
827360883.0;43.0;CASADO;ACTIVO;1593.0;F;13473.0;SECUNDARIO_COMPLETO;Blue;46.0;3.0
719318583.0;26.0;CASADO;PASIVO;862.0;M;6866.0;SECUNDARIO_COMPLETO;Blue;13.0;3.0
771196083.0;34.0;CASADO;ACTIVO;1837.0;M;18178.0;UNIVERSITARIO_COMPLETO;Blue;37.0;4.0
716993058.0;48.0;DIVORCIADO;ACTIVO;4291.0;M;24589.0;DESCONOCIDO;Blue;78.0;3.0
809962908.0;43.0;SOLTERO;ACTIVO;1909.0;F;8171.0;UNIVERSITARIO_COMPLETO;Blue;52.0;2.0
818908833.0;41.0;CASADO;ACTIVO;2038.0;M;2564.0;UNIVERSITARIO_COMPLETO;Blue;45.0;3.0
788965683.0;36.0;CASADO;ACTIVO;2170.0;F;1438.3;UNIVERSITARIO_INCOMPLETO;Blue;41.0;4.0
817142433.0;20.0;CASADO;ACTIVO;1725.0;M;8082.0;UNIVERSITARIO_COMPLETO;Blue;29.0;3.0
771040758.0;49.0;SOLTERO;ACTIVO;3703.0;F;30310.0;UNIVERSITARIO_COMPLETO;Silver;91.0;0.0
713309583.0;36.0;CASADO;ACTIVO;2177.0;F;2967.0;UNIVERSITARIO_INCOMPLETO;Blue;59.0;2.0
710273658.0;17.0;CASADO;ACTIVO;2883.0;M;3092.0;UNIVERSITARIO_COMPLETO;Blue;61.0;2.0
771429408.0;42.0;CASADO;ACTIVO;1515.0;M;1618.0;SECUNDARIO_COMPLETO;Blue;31.0;1.0
719452308.0;23.0;CASADO;ACTIVO;2048.0;F;2498.0;UNIVERSITARIO_COMPLETO;Blue;35.0;0.0
770764908.0;25.0;CASADO;ACTIVO;1765.0;M;3071.0;DESCONOCIDO;Blue;36.0;2.0
780998133.0;34.0;CASADO;ACTIVO;1980.0;M;10540.0;UNIVERSITARIO_COMPLETO;Blue;45.0;3.0
801726933.0;28.0;CASADO;ACTIVO;1899.0;M;13384.0;UNIVERSITARIO_COMPLETO;Blue;33.0;2.0
788474658.0;48.0;CASADO;ACTIVO;1842.0;M;16208.0;UNIVERSITARIO_COMPLETO;Blue;56.0;3.0
708438033.0;27.0;CASADO;ACTIVO;2617.0;F;3049.0;DESCONOCIDO;Blue;48.0;2.0
710562258.0;33.0;CASADO;ACTIVO;3407.0;M;19214.0;UNIVERSITARIO_COMPLETO;Blue;47.0;1.0
715057383.0;31.0;CASADO;ACTIVO;3891.0;M;17126.0;UNIVERSITARIO_COMPLETO;Blue;79.0;3.0
814776033.0;29.0;SOLTERO;ACTIVO;2650.0;M;13395.0;UNIVERSITARIO_COMPLETO;Blue;69.0;2.0
717970158.0;36.0;SOLTERO;ACTIVO;3942.0;M;8083.0;UNIVERSITARIO_INCOMPLETO;Blue;84.0;2.0
715168008.0;28.0;DIVORCIADO;ACTIVO;2398.0;M;8995.0;UNIVERSITARIO_COMPLETO;Blue;61.0;3.0
720802833.0;13.0;SOLTERO;ACTIVO;2692.0;F;2404.0;SECUNDARIO_COMPLETO;Blue;63.0;1.0
789370383.0;32.0;CASADO;ACTIVO;1346.0;M;2807.0;SECUNDARIO_COMPLETO;Blue;26.0;1.0
711782733.0;36.0;CASADO;ACTIVO;1390.0;M;3097.0;UNIVERSITARIO_COMPLETO;Blue;24.0;0.0
709000008.0;37.0;SOLTERO;ACTIVO;2073.0;M;10651.0;DESCONOCIDO;Blue;54.0;3.0
719381733.0;47.0;SOLTERO;ACTIVO;3994.0;M;2175.0;SECUNDARIO_COMPLETO;Blue;64.0;2.0
771169458.0;28.0;CASADO;ACTIVO;1723.0;M;28020.0;UNIVERSITARIO_INCOMPLETO;Blue;36.0;4.0
709974108.0;23.0;SOLTERO;ACTIVO;3116.0;F;2640.0;UNIVERSITARIO_COMPLETO;Blue;80.0;1.0
720504633.0;32.0;DESCONOCIDO;PASIVO;967.0;M;3254.0;UNIVERSITARIO_INCOMPLETO;Blue;24.0;2.0
757024233.0;27.0;SOLTERO;ACTIVO;2555.0;M;31313.0;UNIVERSITARIO_COMPLETO;Blue;62.0;2.0
768928833.0;31.0;CASADO;ACTIVO;2717.0;M;7304.0;SECUNDARIO_COMPLETO;Blue;63.0;2.0
812441358.0;21.0;DIVORCIADO;ACTIVO;2660.0;M;1438.3;UNIVERSITARIO_INCOMPLETO;Blue;89.0;1.0
713287608.0;41.0;CASADO;ACTIVO;2412.0;F;3161.0;SECUNDARIO_COMPLETO;Blue;62.0;3.0
711357858.0;36.0;SOLTERO;PASIVO;777.0;F;7246.0;UNIVERSITARIO_COMPLETO;Blue;13.0;3.0
715478733.0;36.0;CASADO;ACTIVO;2292.0;F;3088.0;UNIVERSITARIO_COMPLETO;Blue;54.0;5.0
713469333.0;28.0;SOLTERO;ACTIVO;1777.0;M;19279.0;SECUNDARIO_COMPLETO;Blue;56.0;2.0
780382008.0;32.0;SOLTERO;ACTIVO;3774.0;F;13719.0;DESCONOCIDO;Silver;63.0;4.0
715749858.0;18.0;CASADO;ACTIVO;1723.0;M;4726.0;DESCONOCIDO;Blue;31.0;1.0
710951808.0;36.0;CASADO;ACTIVO;1668.0;M;6100.0;DESCONOCIDO;Blue;32.0;1.0
719243808.0;20.0;CASADO;ACTIVO;1888.0;F;3792.0;UNIVERSITARIO_COMPLETO;Blue;39.0;1.0
772202058.0;53.0;CASADO;ACTIVO;1597.0;M;2084.0;UNIVERSITARIO_COMPLETO;Blue;37.0;0.0
711346383.0;28.0;SOLTERO;ACTIVO;2804.0;M;34516.0;SECUNDARIO_COMPLETO;Blue;70.0;1.0
711405333.0;43.0;CASADO;ACTIVO;1651.0;M;6849.0;POSGRADO_INCOMPLETO;Blue;43.0;3.0
778407033.0;39.0;CASADO;ACTIVO;2367.0;F;2417.0;UNIVERSITARIO_INCOMPLETO;Blue;50.0;0.0
714862083.0;33.0;SOLTERO;ACTIVO;3386.0;F;5802.0;UNIVERSITARIO_INCOMPLETO;Blue;53.0;4.0
711199008.0;31.0;CASADO;ACTIVO;2399.0;M;2919.0;DESCONOCIDO;Blue;57.0;2.0
709858533.0;20.0;DIVORCIADO;ACTIVO;2320.0;M;2462.0;UNIVERSITARIO_COMPLETO;Blue;57.0;2.0
711816108.0;29.0;SOLTERO;PASIVO;2395.0;M;18563.0;SECUNDARIO_COMPLETO;Blue;45.0;3.0
718627458.0;38.0;CASADO;ACTIVO;2119.0;F;1947.0;POSGRADO_COMPLETO;Blue;52.0;3.0
717105258.0;36.0;CASADO;ACTIVO;2181.0;F;3992.0;UNIVERSITARIO_COMPLETO;Blue;32.0;1.0
715822008.0;14.0;CASADO;ACTIVO;1913.0;M;3568.0;SECUNDARIO_COMPLETO;Blue;35.0;1.0
714971583.0;27.0;SOLTERO;ACTIVO;3063.0;M;7776.0;UNIVERSITARIO_COMPLETO;Blue;87.0;2.0
709025583.0;36.0;CASADO;ACTIVO;1138.0;M;9355.0;SECUNDARIO_COMPLETO;Blue;38.0;3.0
812809083.0;32.0;SOLTERO;ACTIVO;2595.0;F;19636.0;DESCONOCIDO;Blue;58.0;3.0
714073983.0;36.0;SOLTERO;ACTIVO;1788.0;M;7327.0;DESCONOCIDO;Blue;46.0;2.0
789297558.0;25.0;SOLTERO;ACTIVO;2602.0;M;7049.0;UNIVERSITARIO_INCOMPLETO;Blue;51.0;1.0
713663508.0;42.0;DESCONOCIDO;PASIVO;1088.0;M;1438.3;SECUNDARIO_COMPLETO;Blue;22.0;0.0
710375283.0;18.0;SOLTERO;ACTIVO;2236.0;F;2033.0;UNIVERSITARIO_INCOMPLETO;Blue;55.0;0.0
712189233.0;20.0;CASADO;ACTIVO;3095.0;F;5153.0;UNIVERSITARIO_COMPLETO;Blue;63.0;1.0
713767383.0;22.0;CASADO;ACTIVO;2397.0;F;2062.0;SECUNDARIO_COMPLETO;Blue;41.0;0.0
797414733.0;31.0;SOLTERO;ACTIVO;2439.0;F;2005.0;UNIVERSITARIO_COMPLETO;Blue;61.0;3.0
712452033.0;13.0;SOLTERO;ACTIVO;2225.0;M;2479.0;DESCONOCIDO;Blue;44.0;1.0
714151533.0;46.0;CASADO;ACTIVO;1569.0;F;4589.0;UNIVERSITARIO_COMPLETO;Blue;33.0;1.0
720440583.0;36.0;CASADO;ACTIVO;1927.0;M;2263.0;DESCONOCIDO;Blue;47.0;2.0
787494783.0;46.0;CASADO;ACTIVO;2140.0;M;8184.0;SECUNDARIO_COMPLETO;Blue;49.0;3.0
819966033.0;27.0;SOLTERO;ACTIVO;2522.0;M;9238.0;UNIVERSITARIO_COMPLETO;Blue;68.0;0.0
710297133.0;36.0;CASADO;ACTIVO;3503.0;M;30210.0;SECUNDARIO_COMPLETO;Blue;65.0;3.0
793355508.0;26.0;SOLTERO;ACTIVO;2657.0;M;6942.0;UNIVERSITARIO_COMPLETO;Blue;71.0;0.0
708580908.0;37.0;CASADO;ACTIVO;1373.0;M;14551.0;SECUNDARIO_COMPLETO;Blue;35.0;3.0
719826333.0;13.0;SOLTERO;ACTIVO;2557.0;F;1438.3;POSGRADO_COMPLETO;Blue;67.0;2.0
780689733.0;56.0;SOLTERO;ACTIVO;2758.0;M;11332.0;DESCONOCIDO;Blue;56.0;0.0
744764433.0;48.0;CASADO;ACTIVO;1473.0;M;30967.0;UNIVERSITARIO_INCOMPLETO;Blue;35.0;2.0
714902283.0;36.0;CASADO;ACTIVO;2843.0;M;7866.0;SECUNDARIO_COMPLETO;Blue;53.0;0.0
714804483.0;36.0;DIVORCIADO;ACTIVO;1426.0;M;12159.0;UNIVERSITARIO_INCOMPLETO;Blue;34.0;3.0
789309558.0;21.0;CASADO;ACTIVO;2570.0;M;2718.0;UNIVERSITARIO_INCOMPLETO;Blue;49.0;2.0
713188383.0;36.0;CASADO;ACTIVO;1446.0;F;3084.0;UNIVERSITARIO_INCOMPLETO;Blue;22.0;1.0
719506983.0;42.0;CASADO;ACTIVO;1181.0;M;17302.0;UNIVERSITARIO_COMPLETO;Blue;30.0;3.0
748503708.0;47.0;SOLTERO;ACTIVO;1566.0;F;2797.0;SECUNDARIO_COMPLETO;Blue;36.0;1.0
803587533.0;28.0;SOLTERO;ACTIVO;3319.0;M;2618.0;UNIVERSITARIO_INCOMPLETO;Blue;86.0;1.0
789777408.0;15.0;SOLTERO;PASIVO;1134.0;F;1442.0;POSGRADO_INCOMPLETO;Blue;26.0;0.0
716811483.0;24.0;CASADO;ACTIVO;1859.0;F;2063.0;UNIVERSITARIO_INCOMPLETO;Blue;43.0;2.0
714118383.0;43.0;CASADO;ACTIVO;2223.0;F;8154.0;UNIVERSITARIO_COMPLETO;Blue;72.0;5.0
720532908.0;20.0;DIVORCIADO;ACTIVO;2967.0;F;9735.0;DESCONOCIDO;Blue;80.0;2.0
765055833.0;49.0;CASADO;ACTIVO;1645.0;M;4310.0;DESCONOCIDO;Blue;33.0;4.0
715310208.0;36.0;CASADO;ACTIVO;2197.0;M;11450.0;UNIVERSITARIO_INCOMPLETO;Blue;45.0;3.0
789167658.0;23.0;CASADO;ACTIVO;1534.0;M;4245.0;UNIVERSITARIO_INCOMPLETO;Blue;34.0;3.0
789987183.0;45.0;CASADO;ACTIVO;1413.0;M;21953.0;UNIVERSITARIO_INCOMPLETO;Blue;37.0;2.0
717730533.0;21.0;SOLTERO;ACTIVO;2659.0;M;1614.0;UNIVERSITARIO_COMPLETO;Blue;63.0;0.0
708668283.0;22.0;CASADO;ACTIVO;1842.0;M;5140.0;UNIVERSITARIO_COMPLETO;Blue;36.0;2.0
772360683.0;46.0;CASADO;ACTIVO;1515.0;M;31762.0;SECUNDARIO_COMPLETO;Blue;36.0;1.0
712500933.0;40.0;SOLTERO;ACTIVO;2997.0;F;11692.0;UNIVERSITARIO_COMPLETO;Blue;56.0;4.0
804867183.0;30.0;CASADO;ACTIVO;2599.0;M;16043.0;DESCONOCIDO;Blue;47.0;3.0
826068183.0;32.0;CASADO;ACTIVO;2916.0;M;15488.0;UNIVERSITARIO_COMPLETO;Blue;50.0;1.0
820044333.0;34.0;DIVORCIADO;ACTIVO;4157.0;M;2503.0;UNIVERSITARIO_INCOMPLETO;Blue;58.0;3.0
714211533.0;36.0;DIVORCIADO;ACTIVO;2670.0;M;3312.0;UNIVERSITARIO_COMPLETO;Blue;50.0;0.0
710287533.0;36.0;SOLTERO;ACTIVO;2221.0;M;6269.0;UNIVERSITARIO_COMPLETO;Blue;57.0;2.0
718577958.0;26.0;CASADO;PASIVO;809.0;M;8906.0;UNIVERSITARIO_INCOMPLETO;Blue;15.0;2.0
819258408.0;42.0;SOLTERO;ACTIVO;1698.0;F;2224.0;UNIVERSITARIO_COMPLETO;Blue;41.0;5.0
720603558.0;36.0;SOLTERO;ACTIVO;2460.0;M;20337.0;UNIVERSITARIO_COMPLETO;Blue;74.0;4.0
717664008.0;19.0;CASADO;PASIVO;694.0;M;3100.0;UNIVERSITARIO_INCOMPLETO;Blue;12.0;3.0
717437058.0;26.0;DIVORCIADO;ACTIVO;2167.0;M;26437.0;DESCONOCIDO;Silver;57.0;2.0
717327783.0;27.0;CASADO;ACTIVO;2760.0;M;9959.0;UNIVERSITARIO_COMPLETO;Blue;44.0;2.0
709839858.0;39.0;CASADO;ACTIVO;1535.0;F;4608.0;UNIVERSITARIO_COMPLETO;Blue;31.0;2.0
712887633.0;36.0;SOLTERO;ACTIVO;1753.0;M;25008.0;DESCONOCIDO;Blue;43.0;1.0
716129208.0;36.0;CASADO;ACTIVO;1678.0;M;2031.0;UNIVERSITARIO_COMPLETO;Blue;36.0;3.0
718037433.0;49.0;CASADO;ACTIVO;1887.0;M;1654.0;UNIVERSITARIO_COMPLETO;Blue;60.0;1.0
719686458.0;36.0;CASADO;ACTIVO;1903.0;M;3908.0;UNIVERSITARIO_COMPLETO;Blue;30.0;3.0
716096358.0;39.0;SOLTERO;ACTIVO;3753.0;F;2551.0;UNIVERSITARIO_INCOMPLETO;Blue;63.0;3.0
721434483.0;46.0;CASADO;ACTIVO;2631.0;M;2798.0;UNIVERSITARIO_COMPLETO;Blue;55.0;3.0
718244958.0;26.0;CASADO;ACTIVO;1989.0;F;8621.0;UNIVERSITARIO_COMPLETO;Blue;37.0;2.0
711315783.0;43.0;CASADO;ACTIVO;2165.0;M;7451.0;UNIVERSITARIO_COMPLETO;Blue;49.0;3.0
821296083.0;30.0;CASADO;ACTIVO;2003.0;F;2617.0;UNIVERSITARIO_INCOMPLETO;Blue;47.0;1.0
716447733.0;18.0;CASADO;ACTIVO;1921.0;M;6407.0;UNIVERSITARIO_COMPLETO;Blue;43.0;3.0
719591283.0;27.0;CASADO;ACTIVO;2412.0;M;1438.3;UNIVERSITARIO_INCOMPLETO;Blue;58.0;2.0
711562833.0;24.0;CASADO;PASIVO;717.0;M;12634.0;UNIVERSITARIO_COMPLETO;Blue;18.0;4.0
789911808.0;28.0;CASADO;ACTIVO;2487.0;M;2672.0;UNIVERSITARIO_INCOMPLETO;Blue;52.0;3.0
713195808.0;36.0;CASADO;ACTIVO;2792.0;F;11948.0;SECUNDARIO_COMPLETO;Blue;51.0;3.0
717866133.0;36.0;SOLTERO;ACTIVO;2170.0;F;2677.0;UNIVERSITARIO_COMPLETO;Blue;63.0;2.0
716670783.0;36.0;SOLTERO;ACTIVO;4776.0;F;24703.0;POSGRADO_COMPLETO;Blue;63.0;3.0
789197508.0;43.0;CASADO;ACTIVO;1518.0;M;2240.0;SECUNDARIO_COMPLETO;Blue;36.0;3.0
711403383.0;23.0;SOLTERO;ACTIVO;2256.0;F;2562.0;UNIVERSITARIO_INCOMPLETO;Blue;70.0;3.0
713108433.0;40.0;CASADO;ACTIVO;1476.0;M;6052.0;UNIVERSITARIO_INCOMPLETO;Blue;37.0;3.0
768212583.0;43.0;CASADO;ACTIVO;1848.0;M;15377.0;UNIVERSITARIO_COMPLETO;Blue;49.0;2.0
710632683.0;24.0;CASADO;ACTIVO;2308.0;M;1438.3;UNIVERSITARIO_INCOMPLETO;Blue;49.0;1.0
711836733.0;31.0;SOLTERO;ACTIVO;1867.0;M;1438.3;UNIVERSITARIO_COMPLETO;Blue;45.0;3.0
771183933.0;26.0;CASADO;ACTIVO;1923.0;M;16040.0;UNIVERSITARIO_INCOMPLETO;Blue;49.0;1.0
